stage,index,year,version,page,paragraph,2500Bott,singlebott,bott_list,scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transcational,technical,demand,2500partner,singlepartner,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",advertising,end_users,external_partners,substitutional_partners,transactional,Song_Column_5,Z
0.0,120.0,2016.0,July-August-2016,17.0,"From streaming media’s early days—when codecs such as MPEG-1 faced off with Intel’s Indeo, Microsoft’s Windows Media, and RealNetworks’ RealVideo— there has always been an underlying tug-of-war between standards and advances, between open source and licensing, between one-sizefits-all and customization on a per-use basis.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,200.0,2016.0,July-August-2016,27.0,"•  Security/DRM: Some content providers require different types of DRM for out-of-network OTT systems, since streams sent over the open internet are much more vulnerable to theft.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,240.0,2016.0,July-August-2016,34.0,"VR remains a niche market as of this writing, but it’s a growing one with huge potential. Several consumer headsets and VR cameras are now available to ship to consumers. According to Forrester Research, there will be 52 million headsets sold by 2020. Other analysts are predicting 171 million headsets sold by 2018. Either way, analysts are bullish about the overall growth of the VR industry.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,280.0,2016.0,July-August-2016,40.0,"Netflix performs the initial analysis for 1080p and larger displays. To ensure optimal quality for older devices with limited display resolution, Netflix performs separate analysis for devices with maximum viewing resolutions of 480p and 720p, so each video has three encoding ladders, one for 480p, one for 720p, and one for 1080p and beyond. Netflix uses this schema to identify the optimal data rate, but performs the production encode using 2-pass VBR, not CRF. ",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,120.0,2016.0,June-2016,18.0,Statistics and Sales Materials The companies in the premium content protection business have a lot of statistics about the growing threat of video piracy. Piracy covers everything from a TV viewer who turns to BitTorrent for a missed episode of Quantico to companies that sell their own set-top boxes capable of receiving hundreds of pirated live TV streams.,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,200.0,2016.0,June-2016,52.0,"While Microsoft beat RealNetworks, years later, Apple would beat everyone following the intro of the iPod and iPhone. Adobe would then take over with Flash, but even that became irrelevant with HTML5. This also led to the death of Silverlight. In the end, Microsoft, RealNetworks, and Adobe would all lose out in the video format/platform market, 20 years after it started. It’s also worth noting that all of these video platforms would have gone nowhere if it wasn’t for content. Software wouldn’t have driven downloads without anything to listen to or watch. Content was and always will be king.",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,240.0,2016.0,June-2016,67.0,"In the context of Google’s encoding system, VP9 isn’t slow at all. Heck, at 40.5 seconds per file, it’s only about 10% percent slower than H.264. However, this performance schema puts the burden on the developer to create an efficient encoding program or platform. Of course, VP9 isn’t the first codec that fails to efficiently leverage multiple- core systems, and encoding programs such as Tele stream Episode have long used a technique called split and stitch to improve performance on multiple-core systems. Much like YouTube’s parallel encoding schema, split and stitch divides a single input file into multiple parts encoded separately in parallel, and then stitched back together for final output. Essentially, the 12-simultaneous encode test shown in Table 1 simulates this parallel encoding operation, which pushed the Z840 to 98%+ utilization (Figure 3). ",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,280.0,2016.0,June-2016,77.0,"The Road to Broadcast Quality So what is the quality of online video today? Thankfully, there is a heightened sensitivity within the industry around improving online video. Unfortunately, vendors are trying to solve the problem individually. From technology provider to content owner, there is little standardization regarding improving and guaranteeing the quality of online video. And that leaves viewers holding the bag. ",1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,160.0,2016.0,March-2016---Sourcebook,30.0,"The story isn’t just about entertainment deals. These live experiences are made possible by a variety of hardware investments that provide the network needed to bring live HD video from remote locations to the home. That’s something Mark Peters, principal consultant for IDB Consulting, knows well.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,200.0,2016.0,March-2016---Sourcebook,39.0,"Samsung’s Note is joined by both Motorola’s Moto X Pure (Style outside of the U.S.) and Google’s Nexus 6P (by way of Huawei) in having nearly 6"" diagonal screens. However, the list of top-rated smartphones includes nothing with a screen smaller than 5.1"" (the size of the Samsung Galaxy S6 and the S6 Edge). You’ll note the absence of any mention throughout this article of other mobile operating systems, as their continued decline or stagnancy makes them continually irrelevant in most considerations.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,240.0,2016.0,March-2016---Sourcebook,44.0,"Online video in education is the new normal. To grasp the full impact of that declaration, it’s important to take a step back from thinking only about memories of our own classrooms.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,280.0,2016.0,March-2016---Sourcebook,50.0,"Encouraging and examining engagement provides opportunities for deeper inquiry, measuring learning and retention outcomes, not just views. “Being in engineering we have an appetite for data and analysis of that data,” Heredia says. Data also helps demonstrate a return on investment to administrators. ",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,320.0,2016.0,March-2016---Sourcebook,66.0,"2015 was a tumultuous year for codecs. HEVC seemed like a sure thing in January, looked to be in trouble in July, but was happily resuscitated in December, albeit with some missing productive months from its useful life. Open source codecs began the year with the entropy normal only in the codec world, as entities with clearly aligned goals evolved in completely different directions. Then, in the rarest of occurrences, the companies reversed course and converged toward a single standard, which almost certainly helped shove HEVC back on its intended path. Along the way, there were some interesting new technologies making the usual bold (and unproven) claims of pristine quality at seemingly impossible data rates (PERSEUS, Tveon). In case you missed it all, here is your codec year in review. ",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,560.0,2016.0,March-2016---Sourcebook,88.0,"Subscription offerings rely most heavily on getting people through the door the first time. Once a viewer subscribes, how often they return is usually not important, as long as they do not cancel. TVOD and ad-supported models, however, have to not just attract viewers the first time, but keep them coming back and consume more content in order to be sustainable.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0
0.0,600.0,2016.0,March-2016---Sourcebook,93.0,"Managing the Flash-to-HTML5 Migration Flash playback became the “ring around the collar” (#showingmyage) for most enterprise systems in 2015, and many vendors aggressively moved to reduce or eliminate their Flash dependencies. However, many corporate YouTube systems enable a level of interactivity that makes implementing the equivalent feature set in HTML5 a complicated undertaking. ",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,640.0,2016.0,March-2016---Sourcebook,98.0,"This is due to the fact that some CDNs have chosen a revenue strategy that charges more for storage and less for transport. Some even go so far as to eliminate completely the cost of moving content on their own backbone, but choose to charge a significant price for every location where the content is stored or cached.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,680.0,2016.0,March-2016---Sourcebook,105.0,"Viewing behavior today includes so much more than just traditional broadcasting. Today, people take their entertainment with them—everywhere. If content buffers, stalls, or fails to play, your customers will churn away and get their fix elsewhere. We help you deliver that optimal experience with our fully comprehensive streaming monitoring service, down to every bitrate, all of the time—something we like to call the Touchstream Advantage.",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,800.0,2016.0,March-2016---Sourcebook,116.0,"Video is becoming one of the most popular trends in the enterprise. Heavily used for training and learning purposes, it’s now making its way to the top with live broadcasts of company townhalls, CEO addresses and all hands meetings. But did you know that more and more companies are broadcasting events from remote locations too? ",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,880.0,2016.0,March-2016---Sourcebook,126.0,"STORAGE Once content is ready for delivery, there’s a question of storage. Many content delivery networks (CDNs) offer storage that complements their MEVP offering, but there are also a growing number of pureplay storage companies. These companies often have storage points of presence (POPs) at the same data centers that CDNs and MEVPs use, especially for content storage and delivery outside of the U.S. As such, the transfer from storage provider to MEVP service is surprisingly quick.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,1000.0,2016.0,March-2016---Sourcebook,142.0,"THE CHALLENGE Covering an outdoor event like BASSMASTERs, which JM Associates has been doing for over 30 years, provides a host of logistical and operational challenges. The “field” on which anglers compete is the first challenge, as typically a BASSMASTER event is taking place on a 150-mile (or larger) river or lake. Going back to the 80s and 90s the events were videotaped, edited, and typically would air months after the event took place.  In the late 90s and early 00s, that time was cut down to two weeks to air with the advent of file-based editing, which simplified the workflow. Producing the event required significant resources on site, including a broadcast truck, camera operators, and production crew following the series of events around the country, whittling more than 100 hours of footage down to a 1 hour show.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,1120.0,2016.0,March-2016---Sourcebook,161.0,"“We’re Digital Natives at Newsy. I think a lot of the time broadcasters and traditional content creators think they can just slap something on an OTT device and people are going to watch it; that’s not always the case,” says Blake Sabatinelli, general manager of online news site Newsy. “You have to make something that fits the platform and fits the audience, and it has to be good.”",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,1160.0,2016.0,March-2016---Sourcebook,163.0,"Another great benefit of server-side ads is ensuring the advertisements bought for a particular spot get delivered. “This year we’ve really seen big brands stand up server-side ad insertion and make real money off of this,” says Matt Smith, chief evangelist at Avanto. “If you’ve installed an ad blocker on your iPhone and you’re watching the NBC stream through their app, there is 0% chance that you’re going to get an ad blocker to interrupt that stream.”",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0
0.0,1200.0,2016.0,March-2016---Sourcebook,169.0,"Second, online storage costs will increase with each additional ABR format you support. Both disadvantages are resolved by a technique called dynamic packaging. ",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,40.0,2016.0,November-December-2016,7.0,"Jesse Hertzberg, CEO of Livestream, also talked about gadgets. He sees a strong future for slimmer smart glasses and AR.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,120.0,2016.0,November-December-2016,19.0,"Advertising: Since the infancy of the internet, most online content has been funded primarily by advertising. One of the biggest benefits of ad-supported content is that it allows for much more rapid viewer growth and a higher viewer ceiling. This model works well for content that users would otherwise not be willing to pay directly for, and can be shared and redistributed easily. ",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0
0.0,200.0,2016.0,November-December-2016,28.0,• One respondent said his company was plagued by a “lack of programming and more important lack of honest technical delivery systems.”,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,320.0,2016.0,November-December-2016,45.0,"Still, with the HD video pixels sorted, audio delivery lagged far behind. Most streaming content is delivered in two-channel AAC stereo at the lowest  bit rate possible to aﬀord the smallest ﬁle size and speediest transmission to the greatest number of clients. For the consumer, the experience simply lacks the depth of detail of cinema and broadcast.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
